N,Price,Dist,Rooms,Nfloors,Floor,Totsp,Livesp,Kitsp,Metrdist,Walk,Brick,Bal,Tel,New
907.0,4850000.0,14.914700316250466,1,5,2,33,21,6,12,1,0.0,1.0,1,0.0
908.0,4850000.0,10.360819197613061,1,5,4,31,18,6,18,1,0.0,1.0,None,0.0
909.0,4900000.0,15.442836422391952,1,9,5,31.8,21.6,6,15,1,0.0,1.0,None,0.0
910.0,4900000.0,14.463133315783203,1,12,2,35,25,6,None,None,0.0,0.0,1,0.0
911.0,4900000.0,14.891756344318429,1,9,2,36.3,20,6,10,1,0.0,1.0,1,0.0
912.0,4900000.0,9.638041441890403,1,9,3,32,19.4,6,20,1,0.0,1.0,1,0.0
913.0,4900000.0,12.40043577708816,1,5,1,35,18,5.5,10,1,0.0,0.0,0,0.0
914.0,4900000.0,16.79681174168485,1,9,7,38,21,7,7,0,0.0,1.0,1,0.0
915.0,4900000.0,12.923684430794063,1,5,1,33,20.4,6,21,1,0.0,0.0,1,0.0
916.0,4900000.0,15.02596958364382,1,9,6,32.5,18.6,6.6,7,1,0.0,0.0,0,0.0
917.0,4950000.0,16.200701066120672,1,16,2,39,19.5,10,15,1,0.0,1.0,None,0.0
918.0,4950000.0,15.918687607959306,1,9,7,33,17.7,7,15,1,0.0,0.0,1,0.0
919.0,4950000.0,15.918687607959306,1,9,7,33,17.7,7,15,1,0.0,0.0,1,0.0
920.0,4950000.0,15.820503370215047,1,5,4,31.6,20.2,5.1,15,0,0.0,1.0,1,0.0
921.0,4950000.0,19.57295788463225,1,17,2,41,20,10,10,0,0.0,1.0,0,0.0
922.0,4980000.0,15.469987416885623,1,14,8,38,20,9.6,9,0,0.0,1.0,0,0.0
923.0,5000000.0,11.538985632536251,1,9,4,33,20,7,7,1,0.0,1.0,None,0.0
924.0,5000000.0,9.502129943376007,1,5,3,33.5,17,8.5,12,0,0.0,0.0,0,0.0
925.0,7600000.0,13.06703568425737,1,12,7,42,20,12,11,1,1.0,1.0,1,0.0
926.0,34950000.0,12.690708572142135,3,35,21,114,68,14,10,1,0.0,0.0,1,0.0
927.0,6300000.0,13.57131449847891,1,12,5,35,20,10,5,1,0.0,1.0,None,0.0
928.0,5000000.0,13.602533339446255,2,5,5,40,25,6,5,1,0.0,1.0,1,0.0
929.0,5000000.0,14.698562825228757,1,9,8,33,18,6,5,1,0.0,0.0,None,0.0
930.0,5000000.0,8.181375176473372,1,5,4,31,17,5.5,5,0,1.0,1.0,1,0.0
931.0,5000000.0,11.830314345190697,1,5,5,28.8,16,5.5,8,1,1.0,1.0,1,0.0
932.0,5000000.0,16.659322341470574,1,22,6,39,20,10,None,None,0.0,1.0,0,0.0
933.0,5000000.0,9.281389416563266,1,5,1,34.1,18,8.5,14,1,0.0,0.0,None,0.0
934.0,5000000.0,12.70468971374751,1,12,1,34,18,9,10,1,0.0,0.0,1,0.0
935.0,5000000.0,14.956246531127245,1,9,9,33,19,7,16,1,0.0,0.0,1,0.0
936.0,5000000.0,10.059068450921245,2,5,5,44,29,6,25,1,1.0,1.0,0,0.0
937.0,5000000.0,13.457334126346344,1,9,1,33,20,6,7,0,0.0,0.0,0,0.0
938.0,5000000.0,15.02596958364382,1,9,7,34,19,7,5,1,0.0,0.0,1,0.0
939.0,5050000.0,16.799943002401033,1,14,6,40,21,8.5,None,None,0.0,1.0,1,0.0
940.0,5099000.0,16.34247980333258,1,12,8,38,19,8.4,15,1,0.0,1.0,1,0.0
941.0,5100000.0,13.28927546960818,1,5,4,32,19,6.8,13,1,0.0,1.0,None,0.0
942.0,5100000.0,16.247200264531322,1,9,1,38,18,None,10,1,0.0,0.0,None,0.0
943.0,5100000.0,15.047617323281703,1,12,6,35,20,9,5,0,0.0,0.0,1,0.0
944.0,5100000.0,15.703908655634153,1,9,9,33,18,6,15,1,0.0,1.0,1,0.0
945.0,5100000.0,16.34247980333258,1,10,8,38,19.1,8.4,15,1,0.0,1.0,None,0.0
946.0,5100000.0,13.622912665509284,1,5,5,30.1,16.7,6,9,1,1.0,1.0,1,0.0
947.0,5100000.0,8.78097187826054,1,5,4,35,19,6,7,1,0.0,1.0,0,0.0
948.0,5100000.0,14.764945080874192,1,14,2,38,21,10,None,None,0.0,1.0,1,0.0
949.0,5100000.0,15.262097891619801,1,9,6,36.5,20,6.5,15,0,0.0,1.0,1,0.0
950.0,5100000.0,15.347411050728033,1,12,4,33,17,8,20,1,0.0,1.0,0,0.0
951.0,5100000.0,14.495456447465177,1,5,5,33,20,7,10,1,0.0,1.0,1,0.0
952.0,5100000.0,15.914463931772008,1,9,4,34,21,6,15,1,0.0,1.0,None,0.0
953.0,19400000.0,9.545645874318819,2,29,22,72.7,38.9,11.9,15,1,1.0,1.0,1,0.0
954.0,10450000.0,10.030797022080224,3,9,6,71.4,49.3,8.3,9,1,0.0,1.0,1,0.0
955.0,7300000.0,15.541026613405288,3,12,11,68,44,11,None,None,0.0,1.0,1,0.0
956.0,5100000.0,13.580991944773986,1,12,4,35,20,10.5,7,1,0.0,1.0,1,0.0
957.0,5100000.0,14.495456447465177,1,5,5,34,20,6,7,1,0.0,1.0,1,0.0
958.0,5100000.0,15.097876469595818,1,12,11,35.4,19.6,10,15,1,0.0,0.0,1,0.0
959.0,5100000.0,15.02596958364382,1,9,5,32.7,18.6,6.7,7,1,0.0,0.0,1,0.0
960.0,5150000.0,14.185601406927889,1,9,1,38,21,7.8,22,1,0.0,1.0,1,0.0
961.0,5200000.0,14.016587326866441,1,9,9,31.7,17.1,6,5,1,1.0,0.0,1,0.0
962.0,5200000.0,13.049127802835605,1,5,5,31.4,18.9,6,30,1,0.0,1.0,1,0.0
963.0,5200000.0,16.85098377791998,1,12,2,38,19,8.5,15,1,0.0,0.0,1,0.0
964.0,5200000.0,15.112796496243574,2,14,1,44.2,26.7,6,15,1,0.0,0.0,1,0.0
965.0,5200000.0,10.059068450921245,2,5,5,44.8,30,5.9,None,None,0.0,1.0,0,0.0
966.0,5200000.0,14.4360250346919,1,5,1,32,20,6,4,1,1.0,0.0,None,0.0
967.0,5200000.0,12.216681352477421,1,9,6,29.8,18.3,6,12,1,1.0,1.0,1,0.0
968.0,5200000.0,16.158530694916795,1,9,5,38,22,7,18,1,0.0,1.0,None,0.0
969.0,5200000.0,14.972867542102895,1,9,8,34,20,7,12,1,0.0,0.0,1,0.0
970.0,5200000.0,19.260304482126198,1,12,5,38,17,7,4,0,0.0,1.0,0,0.0
971.0,5200000.0,15.160045277907631,1,9,4,34.6,19.5,9,15,1,0.0,0.0,1,0.0
972.0,5200000.0,15.250805040109425,1,9,1,30,18,6,10,0,1.0,0.0,0,0.0
973.0,5200000.0,20.598314336513397,1,17,8,38,19.5,8,None,None,1.0,1.0,None,0.0
974.0,5200000.0,15.233575147065368,2,9,1,46,30,6,10,0,0.0,0.0,0,0.0
975.0,5250000.0,11.650895390961505,2,5,1,42,27,6,4,1,0.0,0.0,None,0.0
976.0,5250000.0,8.807057975019879,1,12,8,34,18,10,12,1,0.0,1.0,1,0.0
977.0,5250000.0,13.674902153097843,1,5,2,32.9,20.2,None,9,1,0.0,1.0,1,0.0
978.0,5250000.0,14.5274052357779,1,9,9,31,18,6,10,1,1.0,1.0,None,0.0
979.0,5300000.0,14.026318650636197,1,9,6,32,18,6,6,1,0.0,1.0,1,0.0
980.0,5300000.0,15.783146074994908,2,9,1,45,29,6,22,1,0.0,0.0,1,0.0
981.0,29700000.0,11.797449581268177,3,18,12,104.3,52,12.3,13,1,1.0,1.0,None,0.0
982.0,7400000.0,18.229217615160167,2,17,17,54.1,32.4,9.3,7,1,0.0,1.0,1,0.0
983.0,9000000.0,19.75939203456614,2,17,6,60,34,13,None,None,0.0,1.0,0,0.0
984.0,5300000.0,15.601238892835742,1,12,12,43,21,9,15,0,0.0,1.0,1,0.0
985.0,5300000.0,9.433101599994616,1,5,1,30,18,6,10,1,1.0,0.0,None,0.0
986.0,5300000.0,12.514552381509034,1,5,4,30.5,19,5.5,18,1,1.0,1.0,1,0.0
987.0,5300000.0,15.035174410928754,2,9,2,36.8,22.8,7.3,16,1,0.0,0.0,0,0.0
988.0,5300000.0,19.9392544454968,1,17,15,38,19.2,7.6,15,0,0.0,1.0,0,0.0
989.0,5300000.0,15.215791418662304,1,12,4,35,20,9,15,1,0.0,1.0,1,0.0
990.0,5300000.0,12.397685898552913,1,9,1,33,18.9,6.8,10,1,0.0,0.0,1,0.0
991.0,5300000.0,15.606994300423386,1,9,5,32,17,9,15,1,0.0,1.0,1,0.0
992.0,5350000.0,15.885209171412818,1,9,5,35,21,7,27,1,0.0,1.0,None,0.0
993.0,5350000.0,16.09035026948946,1,14,11,42,21,9,None,None,0.0,1.0,1,0.0
994.0,5350000.0,11.886954582210153,2,5,1,45,30,6,15,1,0.0,0.0,1,0.0
995.0,5350000.0,15.120417719150645,1,5,5,32,20,6,13,1,0.0,1.0,1,0.0
996.0,5400000.0,15.253239377064464,1,9,4,37,20,7,5,0,0.0,1.0,1,0.0
997.0,5400000.0,15.253239377064464,1,9,4,37,20,7,5,0,0.0,1.0,1,0.0
998.0,5400000.0,12.36106337010504,2,9,3,37,22,6,None,None,0.0,1.0,1,0.0
999.0,5400000.0,9.055195967879465,1,9,2,30,18,6,5,0,1.0,1.0,1,0.0
1000.0,5400000.0,14.020840407830454,1,12,9,35,20,10,15,1,0.0,1.0,1,0.0
1001.0,5400000.0,11.72457948246062,1,12,2,35,20,10,17,1,0.0,0.0,None,0.0
1002.0,5400000.0,15.852791910945424,2,14,14,40.5,23,6.2,7,0,0.0,1.0,1,0.0
1003.0,5400000.0,15.154818749909282,2,5,1,40.3,26.4,6,15,1,0.0,0.0,0,0.0
1004.0,5400000.0,15.856399548802552,1,9,6,36,21,6.5,20,1,0.0,1.0,1,0.0
1005.0,5400000.0,15.807889947464762,2,5,2,45,30,6,7,0,0.0,1.0,None,0.0
1006.0,5400000.0,16.580144047273055,1,14,4,37.8,19,8.5,21,1,0.0,1.0,None,0.0
1007.0,5400000.0,19.976740288848607,1,10,9,42,21,9,15,1,0.0,1.0,0,0.0
1008.0,5450000.0,9.226063905436618,2,5,5,45,22,6,19,1,0.0,1.0,None,0.0
1009.0,5500000.0,9.819082747941462,2,5,2,44.4,27,5.8,15,1,1.0,1.0,0,0.0
1010.0,4800000.0,9.998951095372828,1,5,4,23.3,15.1,5,10,1,1.0,0.0,None,0.0
1011.0,6300000.0,13.57131449847891,1,12,5,35,20,10,5,1,0.0,1.0,None,0.0
1012.0,5450000.0,20.62239494601729,1,25,16,44.4,19.7,10.1,None,None,0.0,1.0,1,0.0
1013.0,5450000.0,14.954192901681624,2,5,1,43,32,6,19,1,0.0,0.0,1,0.0
1014.0,5498700.0,13.955808201692523,2,4,1,42,28,7,9,1,1.0,0.0,1,0.0
1015.0,5500000.0,9.64226866187712,1,5,3,33,19.3,6,14,1,0.0,1.0,None,0.0
1016.0,5500000.0,14.295395275137908,1,9,4,36,20,7,13,1,0.0,1.0,None,0.0
1017.0,5500000.0,12.497959829084303,2,12,1,33.6,16.2,None,9,1,0.0,0.0,0,0.0
1018.0,5500000.0,12.497959829084303,1,12,1,33.6,18,None,9,1,0.0,0.0,0,0.0
1019.0,5500000.0,15.238501139757911,2,9,5,38,24,6,21,1,1.0,0.0,None,0.0
1020.0,5500000.0,13.515433904841696,1,12,7,36,20,9,10,1,0.0,1.0,1,0.0
1021.0,5500000.0,15.023413337438114,2,5,4,46,30,6,15,1,0.0,1.0,1,0.0
1022.0,5500000.0,15.856503606693195,2,5,3,42.5,27.7,5,16,1,0.0,1.0,0,0.0
1023.0,5500000.0,15.479782087955908,1,16,4,35,19,10,15,1,0.0,1.0,1,0.0
1024.0,5500000.0,15.601778906555829,2,5,3,44.4,29.6,6,27,1,0.0,1.0,1,0.0
1025.0,5500000.0,16.014302110518177,1,9,6,33.3,19.1,6.7,10,0,0.0,0.0,0,0.0
1026.0,5500000.0,14.237468769233546,1,12,2,38.7,19.8,7.1,3,1,0.0,0.0,None,0.0
1027.0,5500000.0,14.382498869843511,2,5,1,44,29,6,4,1,0.0,0.0,1,0.0
1028.0,5500000.0,13.700757961505685,2,5,1,44,27.7,5.4,8,1,1.0,0.0,None,0.0
1029.0,5500000.0,8.932199592138401,2,12,9,37.8,23.7,6.5,15,1,0.0,1.0,1,0.0
1030.0,5500000.0,15.71683911370096,1,12,2,35,20,10,5,0,0.0,1.0,0,0.0
1031.0,5550000.0,14.972900511150916,1,12,6,32.7,17.7,9.8,10,1,0.0,1.0,1,0.0
1032.0,5550000.0,15.356390050331584,2,5,5,45,28.7,5.8,10,1,0.0,1.0,1,0.0
1033.0,5550000.0,12.873547288602035,2,5,5,44,30,6,12,1,1.0,1.0,0,0.0
1034.0,5550000.0,15.196598555476866,2,9,6,45,28,6,28,1,0.0,1.0,1,0.0
1035.0,5550000.0,11.910290183815397,1,5,3,34,19,8,21,1,1.0,1.0,1,0.0
1036.0,5590000.0,13.423643629136034,1,5,2,32,21,6,5,1,0.0,1.0,0,0.0
1037.0,23401884.0,11.657992749493712,2,13,8,68.1,None,None,6,0,0.0,1.0,None,1.0
1038.0,7490000.0,14.260570704424085,2,9,4,45,29,7,3,1,1.0,1.0,1,0.0
1039.0,18600000.0,6.478460234787101,2,21,6,62,34.6,12.3,10,1,0.0,1.0,None,0.0
1040.0,5600000.0,18.813640679318,1,17,3,37.5,19,7.5,7,0,0.0,1.0,1,0.0
1041.0,5600000.0,16.678042703758507,1,14,7,39.3,21.1,8.7,None,None,0.0,1.0,1,0.0
1042.0,5600000.0,13.252689147515442,1,17,3,39,19,8.5,None,None,0.0,1.0,1,0.0
1043.0,5600000.0,10.441052841644964,2,12,1,44,24,9.3,5,0,0.0,0.0,None,0.0
1044.0,5600000.0,9.377967048946564,1,9,8,30.2,18,6.2,10,1,1.0,1.0,1,0.0
1045.0,5600000.0,13.423643629136034,1,5,2,33,21,6,5,1,0.0,1.0,None,0.0
1046.0,5600000.0,14.646027646995321,1,9,5,33,19,6,29,1,1.0,0.0,None,0.0
1047.0,5600000.0,14.739246767058006,1,6,2,35,20,8,15,1,1.0,1.0,1,0.0
1048.0,5600000.0,15.196598555476866,2,9,6,45,30,7,28,1,0.0,1.0,None,0.0
1049.0,5600000.0,14.466675599088369,3,9,5,60,40,7,6,1,0.0,1.0,None,0.0
1050.0,5600000.0,15.081273506283692,2,12,12,38,22,7,10,1,0.0,1.0,0,0.0
1051.0,5600000.0,15.36139827737066,2,14,7,40,23.5,6.4,20,1,0.0,1.0,0,0.0
1052.0,5600000.0,12.726622020442475,2,5,1,43,29,None,15,1,0.0,0.0,None,0.0
1053.0,5600000.0,8.524632418464327,2,3,1,46,31,6,15,1,1.0,0.0,0,0.0
1054.0,5600000.0,15.262097891619801,1,9,7,34.8,21.3,6.4,10,0,0.0,1.0,None,0.0
1055.0,5600000.0,14.626344279675665,1,16,13,34.1,19.2,9.6,26,1,0.0,1.0,1,0.0
1056.0,5600000.0,9.19466493293299,1,5,3,31.4,19.3,6,7,1,0.0,1.0,1,0.0
1057.0,5600000.0,16.30148836239306,2,9,3,42.8,27.1,6,29,1,0.0,1.0,None,0.0
1058.0,5650000.0,10.471362491098882,2,5,5,44,30,6,20,1,1.0,1.0,None,0.0
1059.0,5690000.0,10.055118719393219,2,5,1,45,28,6,5,0,0.0,0.0,0,0.0
1060.0,5699000.0,15.556833579482689,2,12,12,40,27,7,20,1,0.0,1.0,1,0.0
1061.0,5700000.0,12.043020836734865,2,9,5,37,23,8,12,1,0.0,1.0,None,0.0
1062.0,5700000.0,12.214577529040817,1,12,10,36,20,10,10,1,0.0,1.0,None,0.0
1063.0,5700000.0,12.501916187402047,2,5,5,45,27,6,20,1,0.0,1.0,None,0.0
1064.0,5700000.0,20.112644154667834,1,24,19,42,20,10,None,None,0.0,1.0,None,0.0
1065.0,5699000.0,15.556833579482689,2,12,12,40,27,7,20,1,0.0,1.0,1,0.0
1066.0,14202000.0,9.28184053026558,1,17,13,44.8,None,None,20,0,1.0,1.0,None,1.0
1067.0,10450000.0,10.030797022080224,3,9,6,71.4,49.3,8.3,9,1,0.0,1.0,1,0.0
1068.0,5700000.0,15.2063185889281,1,17,15,38,18,8,19,1,0.0,1.0,1,0.0
1069.0,5700000.0,10.160097412164156,2,5,1,45,29,6,5,1,0.0,0.0,1,0.0
1070.0,5700000.0,14.646700177176548,2,9,9,45,28,7,15,1,0.0,0.0,1,0.0
1071.0,5700000.0,18.97152101500355,1,17,11,38,19.1,8.5,None,None,0.0,1.0,0,0.0
1072.0,5700000.0,15.64727887467341,1,9,4,37,20,7,10,0,0.0,1.0,1,0.0
1073.0,5700000.0,14.46310842847832,1,12,8,42,21,8.5,12,0,0.0,1.0,1,0.0
1074.0,5700000.0,14.370601911970168,1,12,1,35,18,9,6,1,0.0,0.0,0,0.0
1075.0,5700000.0,15.485766490022495,1,14,1,39,19,10,15,1,0.0,1.0,1,0.0
1076.0,5700000.0,19.509407443811607,1,17,7,39,18,9,15,0,0.0,1.0,None,0.0
1077.0,5700000.0,14.627458311908963,2,5,4,42,28,6,14,1,0.0,1.0,None,0.0
1078.0,5700000.0,15.675884352401022,2,5,4,42.2,26.3,6,7,0,0.0,1.0,0,0.0
1079.0,5700000.0,16.382383841911118,2,14,12,40,25,6,None,None,0.0,1.0,1,0.0
1080.0,5750000.0,12.418471463131677,1,12,5,35,20,10,12,1,0.0,1.0,1,0.0
1081.0,5750000.0,12.334543523136977,2,5,3,43,27,6,16,1,0.0,1.0,0,0.0
1082.0,5790000.0,14.774776033095407,2,9,3,45,29,7.5,14,1,0.0,0.0,0,0.0
1083.0,5800000.0,9.980632810840591,1,14,6,39,19,10,19,1,0.0,1.0,1,0.0
1084.0,5800000.0,12.161728941360254,2,5,1,44.8,30.6,6.5,13,1,0.0,0.0,None,0.0
1085.0,5800000.0,16.515479126401605,2,9,5,48,31,6.1,None,None,0.0,1.0,1,0.0
1086.0,5800000.0,19.57295788463225,1,16,15,38.6,18.2,9,5,0,0.0,1.0,0,0.0
1087.0,5800000.0,12.334543523136977,2,5,3,46,30,6,15,1,0.0,1.0,None,0.0
1088.0,5800000.0,11.49301331423427,2,5,3,44,30,6.2,10,1,0.0,1.0,1,0.0
1089.0,5800000.0,13.990260957600618,1,9,8,34,19.1,6,7,1,0.0,0.0,1,0.0
1090.0,5800000.0,14.8495093727259,1,12,9,33,18,10,13,1,0.0,1.0,1,0.0
1091.0,5800000.0,16.79681174168485,1,9,9,35,20,7,5,0,0.0,1.0,1,0.0
1092.0,5800000.0,9.449227049390185,1,9,8,34,21,6,12,1,0.0,1.0,1,0.0
1093.0,8800000.0,7.225505070710472,2,9,3,40,25,6,10,1,0.0,1.0,0,0.0
1094.0,11500000.0,9.545645874318819,1,30,7,51.8,21.1,14.2,15,1,1.0,1.0,0,0.0
1095.0,20340000.0,9.28184053026558,2,17,4,70.4,None,10,20,0,1.0,0.0,None,1.0
1096.0,5800000.0,20.71717169749367,1,24,18,42,20,10,None,None,0.0,1.0,None,0.0
1097.0,5800000.0,11.714485407392182,1,9,4,33,22,7,3,1,0.0,1.0,1,0.0
1098.0,5800000.0,12.986047207046019,2,5,1,44.7,29.2,5.7,20,1,0.0,0.0,None,0.0
1099.0,5840000.0,15.175841564769833,2,9,5,45,29,7.5,11,1,0.0,0.0,0,0.0
1100.0,5850000.0,14.666018349521783,1,12,11,39,20,9,10,0,0.0,1.0,1,0.0
1101.0,5850000.0,17.207330464411072,1,17,12,38,19,8.4,5,1,0.0,1.0,1,0.0
1102.0,5899000.0,17.499025530711666,1,17,17,38,19.1,8,3,1,0.0,1.0,1,0.0
1103.0,5900000.0,19.708074101050208,1,24,23,43,19,11,None,None,0.0,1.0,0,0.0
1104.0,5900000.0,14.270056590528505,1,12,9,33.4,18,10,3,1,0.0,1.0,0,0.0
1105.0,5900000.0,8.644971392669099,1,18,3,38,19,9,15,1,1.0,1.0,1,0.0
1106.0,5900000.0,14.220580031624937,1,16,1,40,20,9,10,1,0.0,0.0,None,0.0
1107.0,5950000.0,15.763450002444216,1,9,3,34,19,6,20,0,1.0,1.0,0,0.0
1108.0,5950000.0,16.05842593982373,2,9,1,48,31,7,10,0,0.0,0.0,1,0.0
1109.0,5950000.0,8.829227735712196,1,14,1,35,15,9,7,1,1.0,0.0,None,0.0
1110.0,5950000.0,9.290863739154247,2,5,2,44.1,30.1,6,10,1,0.0,1.0,1,0.0
1111.0,5950000.0,11.719441458759896,1,9,9,34.5,17.5,7.5,15,1,1.0,1.0,1,0.0
1112.0,5950000.0,14.607411400374529,2,9,7,44.7,29,7,10,0,0.0,1.0,1,0.0
1113.0,5990000.0,11.96445675005559,2,5,5,43,28,6,5,1,0.0,1.0,None,0.0
1114.0,5990000.0,15.858822221979828,2,14,12,37.8,23.7,6.2,28,1,0.0,1.0,None,0.0
1115.0,5990000.0,9.589293510384032,1,17,1,40,20,9,10,1,1.0,1.0,None,0.0
1116.0,6000000.0,13.220579061200631,1,5,5,34,25,8,8,1,0.0,1.0,1,0.0
1117.0,6000000.0,14.442362555190343,2,9,3,45,28,6,20,1,0.0,0.0,1,0.0
1118.0,6000000.0,9.92117519640195,2,9,2,37.3,22.5,7,10,1,0.0,0.0,None,0.0
1119.0,6000000.0,12.40043577708816,1,5,5,32.9,20.3,5.1,3,1,0.0,1.0,None,0.0
1120.0,6000000.0,13.905151336667364,1,12,1,34,19,10,13,1,0.0,0.0,0,0.0
1121.0,6932200.0,9.363912068298347,2,17,2,50.6,18,10,33,0,0.0,1.0,None,1.0
1122.0,46000000.0,5.609807566159898,3,27,11,137,123,None,None,None,1.0,1.0,0,0.0
1123.0,3814200.0,23.055688740606076,1,17,7,32.6,15.6,7,None,None,0.0,1.0,None,0.0
1124.0,3373500.0,4.7136696661641055,1,10,6,17.3,None,None,5,1,1.0,0.0,None,1.0
1125.0,3436755.0,14.242555845064546,1,17,14,23.1,13.2,None,4,0,1.0,1.0,None,1.0
1126.0,3456792.0,14.242555845064546,1,17,11,23.4,13.1,None,4,0,1.0,1.0,None,1.0
1127.0,3590900.0,14.242555845064546,1,17,6,24.1,17.2,None,4,0,1.0,1.0,None,1.0
1128.0,3599999.0,23.121914558530094,1,7,7,32.5,15.6,7,None,None,0.0,1.0,None,0.0
1129.0,3615861.0,23.055688740606076,1,17,11,32.6,15.6,7,20,1,0.0,1.0,None,1.0
1130.0,3618550.0,14.242555845064546,1,17,7,24.7,14,None,4,0,1.0,1.0,None,1.0
1131.0,3635190.0,14.242555845064546,1,17,14,25.4,14,None,4,0,1.0,1.0,None,1.0
1132.0,3647000.0,13.283072237855373,1,22,10,26.8,18,None,None,None,0.0,1.0,None,0.0
1133.0,3649065.0,14.242555845064546,1,17,17,24.2,17.2,None,4,0,1.0,1.0,None,1.0
1134.0,3691155.0,14.242555845064546,1,17,9,24.7,17.7,None,4,0,1.0,1.0,None,1.0
1135.0,3698800.0,22.933332080954486,1,22,14,39.8,26,None,None,None,1.0,1.0,None,0.0
1136.0,3708800.0,22.31572116857143,1,25,13,32.6,15.8,7,None,None,1.0,1.0,None,1.0
1137.0,3753616.0,14.242555845064546,1,17,17,24.8,17.7,None,4,0,1.0,1.0,None,1.0
1138.0,3814200.0,23.055688740606076,1,17,9,32.6,15.6,7,None,None,0.0,1.0,None,0.0
1139.0,3896080.0,13.021762863433521,1,32,25,30.9,15.6,6,None,None,1.0,0.0,None,1.0
1140.0,3912000.0,23.055688740606076,1,17,10,32.6,15.6,12,25,0,0.0,0.0,None,1.0
1141.0,3912228.0,14.242555845064546,1,17,2,29.9,17.5,None,4,0,1.0,1.0,None,1.0
1142.0,3927300.0,22.97707340061069,1,17,10,32,15.6,7.1,None,None,0.0,1.0,None,0.0
1143.0,3935675.0,13.27568647241996,1,32,17,28.1,20.2,None,20,1,1.0,0.0,None,1.0
1144.0,3937000.0,23.055688740606076,1,17,10,32.6,15.8,7.9,20,0,0.0,1.0,None,1.0
1145.0,3951900.0,23.05849671025845,1,17,5,36.7,16.2,7.4,None,None,0.0,1.0,None,1.0
1146.0,3975000.0,22.97707340061069,1,17,10,31.8,15.6,7.1,20,0,0.0,1.0,0,0.0
1147.0,4000000.0,22.914183555506003,1,17,10,31.8,None,None,11,0,0.0,1.0,None,1.0
1148.0,4000000.0,22.275600538607527,1,17,17,37,18,10,15,0,1.0,1.0,None,0.0
1149.0,9600000.0,14.846441053679953,2,24,15,62.4,31,16,17,0,1.0,1.0,1,0.0
1150.0,5800000.0,14.701600826145011,2,5,2,45,30,6,19,1,0.0,1.0,1,0.0
1151.0,41000000.0,5.609807566159898,4,29,24,144,75,25,7,1,1.0,1.0,None,0.0
1152.0,4012500.0,22.914183555506003,1,17,4,31.9,None,None,11,0,0.0,1.0,None,1.0
1153.0,4013900.0,23.055688740606076,1,22,3,35.3,20,None,20,1,0.0,1.0,None,1.0
1154.0,4037000.0,23.21620162158226,1,17,6,36.7,16.2,7.4,20,0,0.0,1.0,None,1.0
1155.0,4042500.0,23.05967520817153,1,17,5,38.5,19,7.5,15,0,0.0,1.0,None,0.0
1156.0,4043442.0,13.27568647241996,1,32,30,27.3,19.9,None,20,1,1.0,0.0,None,1.0
1157.0,4059000.0,23.21620162158226,1,17,14,36.9,16.2,7.4,20,0,0.0,1.0,None,1.0
1158.0,4061594.0,14.242555845064546,1,17,7,29.0,16.8,None,4,0,1.0,1.0,None,1.0
1159.0,4066619.0,13.27568647241996,1,32,18,31.5,21.9,None,20,1,1.0,0.0,None,1.0
1160.0,4100000.0,17.944593207272774,1,9,5,32,18.5,6.5,15,0,0.0,1.0,0,0.0
1161.0,4175000.0,13.34283089472175,1,32,22,31.5,22.1,4,9,1,1.0,0.0,None,1.0
1162.0,4190110.0,23.055688740606076,1,17,2,35.3,None,None,15,0,0.0,1.0,None,1.0
1163.0,4220392.0,23.05849671025845,1,17,14,38.8,None,None,15,0,0.0,1.0,None,1.0
1164.0,4224780.0,13.27568647241996,1,6,2,33.5,22.7,None,20,1,1.0,0.0,None,1.0
1165.0,4226500.0,22.5121815791253,1,25,3,39.5,18.9,9,None,None,0.0,1.0,None,0.0
1166.0,4238700.0,23.241568330302385,1,17,7,39.8,18.9,10,None,None,0.0,1.0,None,0.0
1167.0,4251500.0,22.624050676942552,1,25,11,39.5,18.9,9,20,1,0.0,1.0,None,1.0
1168.0,4254896.0,13.27568647241996,1,32,23,31.4,21.9,None,20,1,1.0,0.0,None,1.0
1169.0,4274514.0,14.242555845064546,1,17,7,31.1,13.0,8.3,4,0,1.0,1.0,None,1.0
1170.0,4280000.0,23.110485364240116,1,17,12,40,18.9,10.1,None,None,0.0,1.0,None,0.0
1171.0,4285000.0,22.90172133276063,1,17,2,40,18.9,10.1,15,0,0.0,1.0,None,1.0
1172.0,4285000.0,22.90172133276063,1,17,17,40,18.9,10.1,20,1,1.0,1.0,None,1.0
1173.0,4298400.0,23.103755519569216,1,25,22,39.8,18.9,9,20,0,0.0,1.0,None,1.0
1174.0,4300000.0,22.8913409788584,1,25,24,39,19,9,10,0,0.0,1.0,None,1.0
1175.0,4300000.0,22.518782655661024,1,17,5,37,18,7,30,0,0.0,1.0,None,0.0
1176.0,4305000.0,23.05849671025845,1,17,8,40,18.9,10.1,None,None,0.0,0.0,None,1.0
1177.0,5600000.0,15.468611622383108,1,22,11,39,19,10,12,1,0.0,1.0,1,0.0
1178.0,6200000.0,22.392271511517222,2,17,7,52,30,10,5,0,0.0,1.0,1,0.0
1179.0,41000000.0,5.609807566159898,3,27,24,144,75,None,None,None,1.0,1.0,None,0.0
1180.0,4317904.0,14.242555845064546,1,17,2,33.8,None,None,4,0,1.0,1.0,None,1.0
